user_id,basket_name
1308,Energy well performance
1308,Nordic technology vikings
1309,Global healthcare I
1309,Global utilities
1309,Pharmaceuticals EU
1309,Well traded with profit margin
1310,Swedish fintech
1310,Nordic technology vikings
1310,Growth Rockets
1310,Swedish tech
1311,Global index great valuers
1311,Swedish Top Mix
1311,Renewable energy world ALL
1311,"Software, Global , small mcap"
1312,Global healthcare
1312,Real estate Europe
1312,Sustainable electric equipment
1312,Food world 7
1313,Spanish Wine
1313,Real estate Europe
1313,Nordic High quality sprits
1313,European fishing
1314,MooseBit explosion
1314,Growth Rockets
1314,Financial stars
1314,Pers Superblend my best choice
1314,Oceania valuecreators
1314,Techs going upward
1314,Renewable energy world ALL
1314,Swedish tech
1315,Energy well performance
1315,Swedish fintech
1315,Swedish tech
1315,US airlines
1315,Blockchain and crypto
1315,Most traded stocks
1316,Techs going upward
1316,Global electric utilities
1316,Super software
1316,Swedish fintech
1316,Technology stars of value
1316,Renewable energy world ALL
1317,Nordic Fashion
1317,Software in Sweden
1317,Healthcare Northern Europe
1318,Global utilities
1318,Real estate Europe
1318,Nordic Construction Companies
1318,Food world 7
1319,Swedish tech
1319,Software in Sweden
1319,Nordic Green Energy
1319,Techs going upward
1320,World Software companies I
1320,Renewable energy world
1320,European fishing
1320,Swedish tech
1321,Swedish fintech
1321,Swedish mobile tech smallcap
1321,Nordic technology vikings
1321,Techs seeking value upgrade
1321,Swedish tech
1323,Swedish weaked valued
1323,Blockchain and crypto
1323,Software in Sweden
1323,Techs seeking value upgrade
1324,Pharmaceuticals EU
1324,Food world 7
1324,Global utilities
1325,Growth Rockets
1325,World Software companies
1325,Blockchain and crypto
1325,Tech online services World
1326,Energy well performance
1326,Renewable energy world ALL
1326,Solar energy
1326,Basic materials World
1327,Swedish tech
1327,Growth Rockets
1328,Global utilities
1328,Food world 7
1328,Well traded stocks
1328,Real estate Europe
1329,Global utilities
1329,Food world 7
1329,Swedish paper positive EBITDA
1329,Real estate Europe
1330,Showbizz companies
1330,Software for gaming
1330,Swedish mobile tech smallcap
1331,Well traded stocks
1331,Basic materials World
1331,Global utilities
1332,Nordic technology vikings
1332,Techs going upward
1332,Blockchain and crypto
1332,Swedish weaked valued
1333,Australian Health
1333,Oceania valuecreators
1333,biotech Sweden
1333,Software Australian small comp
1334,Swedish tech
1334,Swedish fintech
1334,Techs going upward
1335,Food world 7
1335,Healthcare southern Europé
1335,Well traded stocks
1335,Global utilities
1336,Real estate Europe
1336,Global healthcare
1336,Global utilities
1337,Solar energy
1337,Energy well performance
1337,Financial stars
1337,Tech online services World
1337,WTF…
1337,Global index great valuers
1337,Biotech  EBITDA>0
1338,Real estate Europe
1338,Well traded stocks
1338,Global utilities
1339,Software in Sweden
1339,Showbizz companies
1339,Nordic Fashion
1339,Swedish fintech
1340,Techs going upward
1340,Energy well performance
1340,Financial World  nu funds
1340,Tech online services World
1341,Well traded stocks
1341,Food world 7
1341,Global utilities
1342,Rubber and Tires
1342,Restaurants  Bars
1342,Blockchain and crypto
1342,Nordic Fashion
1342,Computer Hardware
1342,Showbizz companies
1342,Worst investment
1342,Software for gaming
1343,Restaurants  Bars
1343,Spanish Wine
1343,Showbizz companies
1343,Danish beer
1343,Fashion mix
1343,Healthcare Facilities
1344,Swedish mobile tech smallcap
1344,Nordic technology vikings
1344,Techs going upward
1345,Energy well performance
1345,Techs going upward
1345,Swedish tech
1346,Global utilities
1346,Nordic Construction Companies
1346,Nordic Advanced Medical Equip
1346,Nordic technology vikings
1347,World Software companies
1347,Computer Hardware
1347,Techs going upward
1347,Chilean metal
1347,Growth Rockets
1347,Finnish tech
1348,Global healthcare
1348,Biotech UK
1348,Healthcare Facilities
1348,Australian Health
1349,Food world 5
1349,Sustainable electric equipment
1349,Real estate Europe
1349,Global utilities
1350,Super software III
1350,Nordic technology vikings
1350,Global healthcare
1350,Growth Rockets
1351,Swedish Top Mix
1351,Swedish tech
1351,Real estate Europe
1351,High profits with growth
1352,Software for gaming
1352,Swedish fintech
1352,Blockchain and crypto
1352,Techs seeking value upgrade
1353,Swedish tech
1353,Global healthcare I
1353,BIG INDEX Global
1354,Healthcare Facilities
1354,German Broadcasting
1354,Restaurants  Bars
1355,Global utilities
1355,Healthcare Northern Europe
1355,Danish beer
1355,Financial World  nu funds
1356,Super software III
1357,Techs going upward
1357,Blockchain and crypto
1357,Restaurants  Bars
1357,Software for gaming
1358,Global healthcare I
1358,Real estate Europe
1358,Food world 7
1358,Renewable energy world ALL
1358,Financial companies Europé
1359,Swedish fintech
1359,WTF II
1359,Australian Health
1360,Software for gaming
1360,Energy well performance
1360,Blockchain and crypto
1361,Real estate Europe
1361,Global utilities
1361,Nordic Beers
1361,Food world 7
1361,Swedish paper positive EBITDA
1362,Nordic Fashion
1362,Healthcare Northern Europe
1362,Software in Sweden
1362,Swedish tech
1363,Healthcare Facilities
1363,Showbizz companies
1363,Hotels Scandinavia
1363,Restaurants  Bars
1363,Fashion mix
1365,"Software Americas, small mcap"
1366,WTF II
1366,Techs going upward
1366,Air related companies world
1366,Growth Rockets
1366,Nordic Green Energy
1367,Healthcare Facilities
1367,Real estate Europe
1367,Cross over well performing
1367,Global utilities
1368,Basic materials World
1368,Air related companies world
1368,WTF II
1368,Energy well performance
1369,Techs going upward
1369,Growth Rockets
1369,Swedish fintech
1369,Swedish tech
1370,Software in Sweden
1370,Sustainable electric equipment
1370,Biotech  MCAP >30 m and < 80 m
1371,Financial World  nu funds
1371,Real estate Europe
1371,Food world 7
1371,Global utilities
1372,Global utilities
1372,Pharmaceuticals EU
1372,Swedish paper positive EBITDA
1372,Well traded stocks
1372,Food world 7
1373,Nordic Fashion
1373,Restaurants  Bars
1373,Swedish fintech
1374,Renewable energy world ALL
1374,Food Sweden
1374,Global utilities
1374,Swedish Top Mix
1375,Swedish tech
1375,Swedish climbers
1375,Swedish Top Mix
1376,Swedish tech
1376,Biotech  MCAP >30 m and < 80 m
1376,Techs going upward
1377,Australian Health 3
1377,Techs going upward
1377,Techs seeking value upgrade
1377,Software for gaming
1377,Swedish tech
1378,Showbizz companies
1378,Swedish fintech
1378,Software for gaming
1378,Nordic Fashion
1379,Techs going upward
1379,Renewable energy world ALL
1379,BIG INDEX Global
1380,Casino fun
1380,Blockchain and crypto
1380,Air related companies world
1380,World Software companies
1380,Luxury cars
1380,Techs going upward
1380,Showbizz companies
1380,US airlines
1381,Global healthcare I
1381,Real estate Europe
1381,Nordic medical equipment
1381,Food world 7
1382,Super software
1382,BIG INDEX Global
1382,Blockchain and crypto
1382,Growth Rockets
1383,Swedish tech
1383,Techs going upward
1383,Nordic technology vikings
1383,Software in Sweden
1384,Nordic Green Energy
1384,Swedish fintech
1384,Energy well performance
1384,Swedish tech
1385,Biotech  EBITDA>0
1385,World Software companies I
1385,Global healthcare I
1386,Global utilities
1386,Real estate Europe
1386,Healthcare Facilities
1387,Well traded stocks
1387,Real estate Europe
1387,Global utilities
1388,Global utilities
1388,Food world 7
1389,Swedish tech
1389,Swedish climbers
1389,Global electric utilities
1389,Nordic Construction Companies
1389,Healthcare Facilities
1390,Swedish paper positive EBITDA
1390,Well traded with profit margin
1390,Basic materials World
1390,Global utilities
1390,Nordic medical equipment
1390,Real estate Europe
1390,Food producents Finland
1390,Food world 7
1391,BIG INDEX Global
1391,Techs going upward
1391,Renewable energy world ALL
1391,"Software, Global , small mcap"
1392,Global healthcare I
1392,Real estate Europe
1392,Food world 7
1392,Global utilities
1392,Pharmaceuticals EU
1393,Swedish climbers
1393,Global healthcare
1393,Swedish tech
1394,Real estate Europe
1394,Well traded with profit margin
1394,Food world 7
1394,Global utilities
1395,Tech online services World
1395,Biotech  EBITDA>0
1395,Global utilities
1395,Renewable energy world ALL
1396,Swedish tech
1396,Growth Rockets
1396,Nordic High quality sprits
1396,WTF II
1397,"Software, Global , small mcap"
1397,Nordic technology vikings
1397,Growth Rockets
1397,Blockchain and crypto
1397,Tech online services World
1397,BIG INDEX Global
1398,Healthcare Northern Europe
1398,Food producents Sweden
1398,Nordic Green Energy
1398,Nordic Advanced Medical Equip
1399,Techs seeking value upgrade
1399,Healtcare Global valuers
1399,Global index great valuers
1399,Swedish mobile tech smallcap
1400,Renewable energy world ALL
1400,Real estate Europe
1400,Global healthcare
1401,Growth Rockets
1401,Energy well performance
1401,WTF II
1401,Most traded stocks
1401,Blockchain and crypto
1402,Basic materials World
1402,Most traded stocks
1402,Energy well performance
1403,Food Sweden
1403,Swedish paper positive EBITDA
1403,Real estate Europe
1403,Nordic Beers
1403,Global utilities
1404,Super software
1404,Growth Rockets
1404,BIG INDEX Global
1404,Renewable energy world ALL
1405,biotech Sweden
1405,Renewable energy world
1405,Nordic Green Energy
1405,Nordic software EBITDA > 0
1405,Nordic Beers
1405,Healthcare Northern Europe
1405,Software in Sweden
1405,Hotels Scandinavia
1406,Nordic technology vikings
1406,Global healthcare I
1406,Super software III
1406,Nordic Advanced Medical Equip
1406,Swedish tech
1406,Renewable energy world ALL
1407,Biotech UK
1407,Showbizz companies
1407,Sea food UK
1407,Nordic Fashion
1408,Real estate Europe
1408,Nordic Advanced Medical Equip
1408,Healthcare Facilities
1409,Renewable energy world ALL
1409,Healthcare Northern Europe
1409,Australian Health
1409,Swedish tech
1410,Energy well performance
1410,Norweigan super stars
1410,WTF II
1410,Global electric utilities
1411,Swedish tech
1411,Nordic technology vikings
1411,Swedish paper positive EBITDA
1411,Global electric utilities
1412,Super software III
1412,Software for gaming
1412,Blockchain and crypto
1412,Nordic technology vikings
1412,Well performed companies
1412,Swedish tech
1412,Swedish mibile tech adjusted
1413,Nordic technology vikings
1413,Real estate Europe
1413,Global electric utilities
1413,Swedish Top Mix
1414,Global index great valuers
1414,Renewable energy world
1414,Growth Rockets
1415,Financial World  nu funds
1415,Global utilities
1415,Basic materials World
1415,Pharmaceuticals EU
1415,Real estate Europe
1416,Restaurants  Bars
1416,Design and Furnishing
1416,WTF…
1416,German fintech
1416,Showbizz companies
1416,European furnishing
1417,Pharmaceuticals EU
1417,Global electric utilities
1417,Well performed companies
1417,Well traded stocks
1417,Danish beer
1417,Real estate Europe
1417,Global utilities
1418,Belgian advanced medical
1418,Food world 7
1418,Swedish paper positive EBITDA
1418,Global utilities
1418,Oh la la companies not null
1418,Healthcare southern Europé
1418,Cross over well performing
1418,Well traded with profit margin
1419,Software Australian small comp
1419,Blockchain and crypto
1419,Techs seeking value upgrade
1419,European airlines
1419,Techs going upward
1419,Software for gaming
1420,Biotech  EBITDA>0
1420,Renewable energy world ALL
1420,Techs seeking value upgrade
1420,Hotels Scandinavia
1420,Australian Health
1420,Nordic Fashion
1421,Global utilities
1421,Food world 7
1421,French steel
1421,Real estate Europe
1422,Food world 7
1422,Nordic healthcare Facilities
1422,Real estate Europe
1422,Global utilities
1423,Global healthcare I
1423,Real estate Europe
1423,Renewable energy world ALL
1423,Healthcare Northern Europe
1423,Danish beer
1424,Fashion mix
1424,Software for gaming
1424,Restaurants  Bars
1424,Showbizz companies
1425,Food world 7
1425,Real estate Europe
1425,Basic materials World
1425,Global utilities
1426,Blockchain and crypto
1426,Super software
1426,Nordic technology vikings
1426,Growth Rockets
1426,WTF II
1426,Financial stars
1426,Worst investment
1426,Australian Health
1427,Global healthcare I
1427,Real estate Europe
1427,Swedish  Biotech
1427,Global utilities
1428,Real estate Europe
1428,Nordic Beers
1428,Global utilities
1428,Danish beer
1428,Food world 7
1428,Well traded stocks
1429,Super software
1429,Techs going upward
1429,Software in Sweden
1429,Renewable energy world ALL
1429,Nordic technology vikings
1430,Real estate Europe
1430,Consumer Global INDEX
1430,Global healthcare
1430,Swedish tech
1431,Software in Sweden
1431,Swedish tech
1431,Consumer Global INDEX
1431,Nordic Green Energy
1431,Air related companies world
1432,Nordic healthcare Facilities
1432,Real estate Europe
1432,Pharmaceuticals EU
1432,Global healthcare I
1432,Healthcare Facilities
1432,Global utilities
1432,Food producents Denmark
1432,Nordic medical equipment
1433,Global utilities
1433,Global healthcare I
1433,Renewable energy world ALL
1433,Global electric utilities
1434,Pers Superblend my best choice
1434,Energy well performance
1434,Australian Health
1435,Nordic High quality sprits
1435,Fashion mix
1435,Real estate Europe
1435,Restaurants  Bars
1435,Danish beer
1435,Healthcare Facilities
1435,Showbizz companies
1435,Sustainable electric equipment
1436,Food Sweden
1436,Real estate Europe
1437,Healthcare Facilities
1437,Restaurants  Bars
1437,Swedish paper positive EBITDA
1437,Showbizz companies
1438,Global utilities
1438,Financial World  nu funds
1438,Swedish climbers
1438,Techs going upward
1439,Swedish tech
1439,Techs seeking value upgrade
1439,IT Services EUu
1439,Software in Sweden
1440,Global electric utilities
1440,Danish beer
1440,Real estate Europe
1441,Global utilities
1441,Well traded stocks
1441,French steel
1441,Blended companies profitable
1442,Hotels Germany
1442,Nordic Fashion
1442,Luxury cars
1442,German Broadcasting
1442,Casino fun
1442,Showbizz companies
1442,Rubber and Tires
1443,Growth Rockets
1443,Techs going upward
1443,Energy well performance
1443,Most traded stocks
1444,Techs going upward
1444,Swedish mobile tech smallcap
1444,Software in Sweden
1444,Swedish tech
1445,Well traded stocks
1445,Biotech  EBITDA>0
1445,Real estate Europe
1445,Global utilities
1446,Showbizz companies
1446,Renewable energy world
1446,Nordic Fashion
1447,Software in Sweden
1447,Nordic Fashion
1447,Software for gaming
1447,Swedish fintech
1448,Global index great valuers
1448,Growth Rockets
1448,BIG INDEX Global
1449,Techs going upward
1449,Super software
1449,Air related companies world
1449,Software for gaming
1449,Global healthcare
1450,Rubber and Tires
1450,Real estate Europe
1450,Hotels Scandinavia
1450,Well traded stocks
1450,Nordic Fashion
1450,Global utilities
1450,Sustainable electric equipment
1450,Restaurants  Bars
1451,Software for gaming
1451,Growth Rockets
1451,Techs going upward
1452,Blockchain and crypto
1452,Nordic technology vikings
1452,Techs going upward
1452,Growth Rockets
1453,Food producents Sweden
1453,Nordic healthcare Facilities
1453,Real estate Europe
1453,Global utilities
1453,Sustainable electric equipment
1454,Software for gaming
1454,Nordic Fashion
1454,Healthcare Facilities
1454,Techs going upward
1455,Australian Health
1455,Biotech  MCAP >30 m and < 80 m
1455,Swedish fintech
1455,Blockchain and crypto
1456,"Software, Global , small mcap"
1456,Global utilities
1456,Nordic Advanced Medical Equip
1456,Renewable energy world ALL
1457,Basic materials World
1457,Biotech  MCAP >30 m and < 80 m
1457,Well traded stocks
1458,Swedish mobile tech smallcap
1458,Energy well performance
1458,Nordic technology vikings
1459,Global healthcare I
1459,Healthcare Northern Europe
1459,Swedish Top Mix
1459,Real estate Europe
1459,Food world 7
1460,Global healthcare I
1460,Real estate Europe
1460,German companies all sector
1460,Global utilities
1461,Global utilities
1461,Real estate Europe
1461,Well performed companies
1461,Global healthcare I
1461,Food world 7
1462,Food producents Sweden
1462,Food world 7
1462,Well performed companies
1462,Global utilities
1462,Food producents Finland
1462,Danish beer
1462,Food producents Norway
1462,Well traded stocks
1463,Global healthcare
1463,Real estate Europe
1463,Nordic medical equipment
1463,World Software companies
1464,Basic materials World
1464,Nordic Construction Companies
1464,Financial stars
1464,Consumer Global INDEX
1464,Global utilities
1464,Food world 7
1465,UK as a sector
1465,Nordic healthcare Facilities
1465,Healthcare Facilities
1465,Nordic medical equipment
1465,Consumers in Europe
1465,Real estate Europe
1466,Nordic medical equipment
1466,Biotech UK
1466,Nordic Advanced Medical Equip
1466,Australian Health
1466,Pharmaceuticals EU
1466,Healthcare Facilities
1466,Healthcare southern Europé
1467,Swedish tech
1467,Energy well performance
1467,Renewable energy world
1467,Software in Sweden
1468,Showbizz companies
1468,Consumers in Europe
1468,WTF…
1468,Spanish companies
1469,Techs going upward
1469,Software for gaming
1469,Tech online services World
1469,Blockchain and crypto
1469,Growth Rockets
1470,Real estate Europe
1471,Blended companies profitable
1471,Well traded stocks
1471,Real estate Europe
1471,Global utilities
1472,Healthcare Facilities
1472,Food Sweden
1472,Software in Sweden
1472,Restaurants  Bars
1473,Global index great valuers
1473,Global healthcare
1473,Strong value growth Europe
1473,Renewable energy world ALL
1474,Healthcare Northern Europe
1474,Nordic Green Energy
1475,Restaurants  Bars
1475,Food world 7
1475,Nordic Green Energy
1475,Global utilities
1475,UK telecom
1475,Real estate Europe
1475,Nordic Construction Companies
1476,Nordic Fashion
1476,Software in Sweden
1477,Super software
1477,Renewable energy world ALL
1477,Global utilities
1477,Global healthcare I
1478,Techs going upward
1478,Super software
1478,Restaurants  Bars
1478,Healthcare Northern Europe
1479,Swedish positive EBITDA
1479,Techs going upward
1479,Swedish tech
1480,Swedish tech
1480,Nordic technology vikings
1480,Global index great valuers
1480,Great World software
1481,Pharmaceuticals EU
1481,Basic materials World
1481,Real estate Europe
1481,Global utilities
1482,Norweigan super stars
1482,Energy well performance
1482,WTF II
1482,Swedish weaked valued
1482,Biotech UK
1483,Swedish Top Mix
1483,Nordic technology vikings
1483,Techs going upward
1483,Software in Sweden
1484,Global healthcare I
1484,Real estate Europe
1484,Nordic Fashion
1484,Well traded stocks
1485,Nordic Beers
1485,Global utilities
1485,Food producents Sweden
1485,Food world 7
1485,Swedish paper positive EBITDA
1485,Real estate Europe
1485,Sea food Norway
1485,Pharmaceuticals EU
1486,Global utilities
1486,Food world 7
1486,Sustainable electric equipment
1486,Basic materials World
1486,Swedish paper positive EBITDA
1487,Swedish tech
1487,Swedish mobile tech smallcap
1487,Nordic technology vikings
1487,Software in Sweden
1488,Global utilities
1488,Food world 7
1488,Well traded stocks
1488,Healthcare Northern Europe
1488,Danish beer
1489,Global utilities
1489,Food world 7
1489,Sustainable electric equipment
1489,Real estate Europe
1489,Nordic Advanced Medical Equip
1490,Global utilities
1490,Real estate Europe
1490,French steel
1490,Food world 7
1491,Energy well performance
1491,Blockchain and crypto
1491,Techs going upward
1493,Super software
1493,Financial companies Europé
1493,Real estate Europe
1493,Healthcare Northern Europe
1494,Nordic Construction Companies
1494,Food producents Sweden
1494,Global utilities
1494,Swedish paper positive EBITDA
1495,Real estate Europe
1495,Nordic healthcare Facilities
1495,Global healthcare I
1495,Nordic Advanced Medical Equip
1495,Well traded stocks
1495,Pharmaceuticals EU
1496,Pharmaceuticals EU
1496,Real estate Europe
1496,Financial World  nu funds
1496,Global utilities
1497,Growth Rockets
1497,Global index great valuers
1497,BIG INDEX Global
1497,Super software
1497,Nordic technology vikings
1498,Blockchain and crypto
1498,Renewable energy world ALL
1498,Software for gaming
1498,Techs going upward
1499,Tech online services World
1499,Swedish fintech
1499,Blockchain and crypto
1499,Growth Rockets
1500,Growth Rockets
1500,Nordic technology vikings
1500,Swedish tech
1500,Technology stars of value
1501,Nordic Fashion
1501,Biotech UK
1501,Australian Health 2
1502,Techs going upward
1502,Blockchain and crypto
1502,Renewable energy world ALL
1502,Software for gaming
1502,Swedish fintech
1503,Blockchain and crypto
1503,Software in Germany
1503,Tech online services World
1503,Software for gaming
1504,French and German airlines
1504,Real estate Europe
1504,Well traded stocks
1504,Global electric utilities
1505,Swedish tech
1505,Software in Sweden
1505,Swedish positive EBITDA
1505,Techs going upward
1506,Growth Rockets
1506,Swedish tech
1506,Blockchain and crypto
1506,Australia tech index
1507,Swedish tech
1507,Renewable energy world
1507,Restaurants  Bars
1507,Global healthcare I
1508,Swedish tech
1508,Growth Rockets
1508,Financial World  nu funds
1508,Global index great valuers
1509,Food world 7
1509,Well traded stocks
1509,Australian Health 3
1509,Global utilities
1510,Nordic healthcare Facilities
1510,Healthcare Facilities
1510,Nordic Beers
1510,Food Sweden
1510,Renewable energy world ALL
1510,Consumers in Europe
1510,Well traded stocks
1510,Global electric utilities
1511,Nordic Fashion
1511,biotech Sweden
1511,Nordic High quality sprits
1511,Software in Sweden
1512,Techs going upward
1512,Global index great valuers
1512,Swedish tech
1513,Nordic Green Energy
1513,Real estate Europe
1513,Nordic Construction Companies
1513,Swedish Top Mix
1514,Swedish tech
1514,Software in Sweden
1514,Nordic Advanced Medical Equip
1514,Swedish fintech
1515,Real estate Europe
1515,Well traded stocks
1515,Global utilities
1516,BIG INDEX Global
1516,"Software, Global , small mcap"
1516,Swedish tech
1516,Techs going upward
1516,Nordic technology vikings
1517,Biotech  MCAP >30 m and < 80 m
1517,Software in Sweden
1517,Biotech  EBITDA>0
1518,Global utilities
1518,Basic materials World
1518,Cross over well performing
1518,Real estate Europe
1519,Real estate Europe
1519,Global utilities
1519,Well traded stocks
1519,Healthcare southern Europé
1520,Nordic Beers
1520,Food world 7
1520,Nordic Advanced Medical Equip
1520,Global utilities
1520,Danish beer
1520,Real estate Europe
1520,Healthcare Facilities
1521,Growth Rockets
1521,Technology stars of value
1521,Tech online services World
1521,"Software, Global , small mcap"
1521,Techs going upward
1522,Nordic medical equipment
1522,Energy well performance
1522,Software in Germany
1522,Biotech UK
1522,Sustainable electric equipment
1522,Renewable energy world
1522,Solar energy
1522,Healthcare Facilities
1523,Super software
1523,Renewable energy world ALL
1523,Financial stars
1523,Growth Rockets
1524,Techs going upward
1524,WTF II
1524,Blockchain and crypto
1524,Growth Rockets
1525,Food world 7
1525,Well traded stocks
1525,Healthcare Northern Europe
1525,Global utilities
1526,Financial World  nu funds
1526,Real estate Europe
1526,Global utilities
1527,Australian Health
1527,Biotech UK
1527,Global utilities
1527,Healthcare Facilities
1528,Growth Rockets
1528,BIG INDEX Global
1528,"Software Americas, small mcap"
1528,Techs going upward
1529,Nordic technology vikings
1529,Biotech UK
1529,Renewable energy world
1529,Super software
1530,Swedish tech
1530,Nordic Fashion
1530,Casino fun
1530,Energy well performance
1531,Real estate Europe
1531,Well performed companies
1531,Global utilities
1532,Techs seeking value upgrade
1532,Biotech  MCAP >30 m and < 80 m
1532,Healthcare Northern Europe
1532,Renewable energy world ALL
1533,Global healthcare
1533,Pharmaceuticals EU
1533,Australian Health
1534,Healthcare Northern Europe
1534,Global utilities
1534,Renewable energy world ALL
1534,World Software companies I
1535,Global utilities
1535,Well traded stocks
1535,Food world 7
1535,Real estate Europe
1536,"Software Americas, small mcap"
1536,Solar energy
1536,IT Services EUu
1536,Swedish mobile tech smallcap
1536,Biotech  MCAP >30 m and < 80 m
1537,Software in Sweden
1537,Renewable energy world ALL
1537,Techs going upward
1538,Swedish tech
1538,Techs seeking value upgrade
1538,Software in Sweden
1539,Sustainable electric equipment
1539,Nordic Construction Companies
1539,Hotels Scandinavia
1539,Nordic medical equipment
1539,Nordic Green Energy
1539,Nordic Beers
1540,Swedish tech
1540,Renewable energy world
1540,Techs going upward
1540,Real estate Europe
1540,Biotech UK
1540,Sustainable electric equipment
1541,Renewable energy world
1541,Real estate Europe
1541,Food world 7
1541,Healthcare Northern Europe
1542,Real estate Europe
1542,Well traded stocks
1542,Global healthcare I
1542,Global utilities
1543,Swedish  Biotech
1543,Australian Health 3
1543,Pers worst Choice Finland ii
1543,Healthcare Northern Europe
1544,Swedish tech
1544,Renewable energy world ALL
1544,Global healthcare I
1544,Technology stars of value
1545,Real estate Europe
1545,Global utilities
1545,Danish beer
1545,Food world 7
1545,Well traded stocks
1546,Global healthcare
1546,Global electric utilities
1546,Swedish fintech
1546,Techs going upward
1547,Swedish tech
1547,Renewable energy world ALL
1547,Nordic technology vikings
1548,MooseBit underdog II
1548,Swedish fintech
1548,WTF II
1548,UK fintech
1548,Techs going upward
1548,Blockchain and crypto
1549,Global utilities
1549,Real estate Europe
1549,Well performed companies
1549,Food world 7
1549,French steel
1550,Nordic technology vikings
1550,Renewable energy world ALL
1550,Techs going upward
1551,Global electric utilities
1551,Nordic Construction Companies
1551,Renewable energy world
1551,Swedish tech
1552,Real estate Europe
1552,Nordic Advanced Medical Equip
1552,Global healthcare I
1552,Nordic medical equipment
1552,Global utilities
1552,Food world 5
1553,Swedish mobile tech smallcap
1553,Swedish fintech
1553,Techs going upward
1553,Swedish tech
1554,Global electric utilities
1554,Well traded stocks
1554,Swedish paper positive EBITDA
1554,Nordic Construction Companies
1555,Techs going upward
1555,Software for gaming
1555,Nordic Fashion
1555,Australian Health 3
1556,Restaurants  Bars
1556,Growth Rockets
1556,Renewable energy world ALL
1556,Most traded stocks
1556,Luxury cars
1556,Techs going upward
1556,Showbizz companies
1556,Financial stars
1557,Irish coal
1557,Australian Health 2
1557,Education EU
1557,Software Australian small comp
1557,Aluminium 
1557,MooseBit underdog II
1557,Worst investment
1558,Pharmaceuticals EU
1558,Danish healthcare
1558,Healthcare Facilities
1558,Nordic healthcare Facilities
1559,Healtcare Global valuers
1559,Tech online services World
1559,Super software
1560,Techs going upward
1560,Growth Rockets
1560,Software in Sweden
1560,Nordic technology vikings
1561,Basic materials World
1561,Food world 7
1561,Real estate Europe
1561,Global utilities
1562,Software in Sweden
1562,Swedish tech
1562,Swedish mobile tech smallcap
1562,Nordic technology vikings
1564,Renewable energy world ALL
1564,Swedish tech
1564,Global healthcare
1564,Techs going upward
1565,Technology stars of value
1565,Renewable energy world ALL
1565,Swedish tech
1565,World Software companies I
1565,Nordic technology vikings
1566,Nordic healthcare Facilities
1566,Swedish fintech
1566,Software in Sweden
1567,Financial East
1567,Showbizz companies
1567,Aluminium 
1568,Swedish tech
1568,Oceania valuecreators
1568,Growth Rockets
1568,WTF II
1569,Growth Rockets
1569,Renewable energy world ALL
1569,Super software III
1569,Technology stars of value
1570,Nordic Fashion
1570,Nordic medical equipment
1570,German fintech
1570,Nordic High quality sprits
1571,Global utilities
1571,Food world 7
1571,Per 12
1571,Real estate Europe
1571,Swedish paper positive EBITDA
1572,WTF II
1572,Energy well performance
1572,Irish coal
1572,MooseBit explosion
1573,Blockchain and crypto
1573,Techs going upward
1573,BIG INDEX Global
1573,Growth Rockets
1574,World Software companies I
1574,Global utilities
1574,Global healthcare
1575,Nordic Construction Companies
1575,Food producents Sweden
1575,Healthcare Northern Europe
1576,Nordic healthcare Facilities
1576,Pharmaceuticals EU
1576,Global utilities
1576,Food producents Sweden
1577,Global healthcare I
1577,Techs going upward
1577,Blended companies profitable
1578,Sustainable electric equipment
1578,Swedish weaked valued
1578,Nordic Fashion
1578,Healthcare Northern Europe
1578,Rubber and Tires
1578,Nordic Construction Companies
1578,Food producents Sweden
1579,Global healthcare
1579,Swedish tech
1579,Super software
1580,Renewable energy world
1580,Food world 7
1580,Real estate Europe
1580,Global utilities
1580,Per 12
1580,Healthcare southern Europé
1580,Danish beer
1580,Well traded stocks
1581,Growth Rockets
1581,Software for gaming
1581,BIG INDEX Global
1581,Nordic technology vikings
1582,Technology stars of value
1582,Renewable energy world ALL
1582,Software in Sweden
1582,Techs going upward
1583,Techs going upward
1583,Software for gaming
1583,Swedish fintech
1583,Software in Sweden
1583,Nordic technology vikings
1584,Global utilities
1584,Food world 7
1584,Nordic Beers
1584,Basic materials World
1585,Global utilities
1585,Rubber and Tires
1585,Spanish Wine
1585,Real estate Europe
1586,Pharmaceuticals EU
1586,Restaurants  Bars
1586,Healthcare Facilities
1586,Nordic Fashion
1586,Nordic healthcare Facilities
1586,Software in Sweden
1587,Real estate Europe
1587,Well traded stocks
1587,Global healthcare
1587,Global utilities
1588,Global healthcare
1588,IT Services EUu
1588,Renewable energy world ALL
1588,Swedish tech
1589,French steel
1589,Food world 7
1589,Basic materials World
1589,Global utilities
1589,Danish beer
1589,Financial World  nu funds
1589,Healthcare southern Europé
1590,Swedish tech
1590,Swedish fintech
1590,Software in Sweden
1590,Nordic technology vikings
1591,Techs seeking value upgrade
1591,Software in Sweden
1591,Software for gaming
1591,Swedish tech
1591,Nordic technology vikings
1592,Software in Sweden
1592,Sustainable electric equipment
1592,Swedish mobile tech smallcap
1592,Swedish climbers
1592,Nordic technology vikings
1592,Swedish tech
1593,Swedish tech
1593,Global healthcare
1593,Growth Rockets
1593,Super software
1594,Nordic medical equipment
1594,Pharmaceuticals EU
1594,Well traded stocks
1594,Global utilities
1594,Nordic Construction Companies
