basket_name,industry_name_Advanced Medical Equipment & Technology,industry_name_Advertising & Marketing,industry_name_Aerospace & Defense,industry_name_Agricultural Chemicals,industry_name_Airlines,industry_name_Airport Operators & Services,industry_name_Aluminum,industry_name_Apparel & Accessories,industry_name_Apparel & Accessories Retailers,"industry_name_Appliances, Tools & Housewares",industry_name_Auto & Truck Manufacturers,"industry_name_Auto Vehicles, Parts & Service Retailers","industry_name_Auto, Truck & Motorcycle Parts",industry_name_Banks,industry_name_Biotechnology & Medical Research,industry_name_Blockchain & Cryptocurrency,industry_name_Brewers,industry_name_Broadcasting,industry_name_Business Support Services,industry_name_Business Support Supplies,industry_name_Casinos & Gaming,industry_name_Closed End Funds,industry_name_Coal,industry_name_Commercial Printing Services,industry_name_Commercial REITs,industry_name_Commodity Chemicals,industry_name_Communications & Networking,industry_name_Computer & Electronics Retailers,industry_name_Computer Hardware,industry_name_Construction & Engineering,industry_name_Construction Materials,industry_name_Construction Supplies & Fixtures,industry_name_Consumer Goods Conglomerates,industry_name_Consumer Lending,industry_name_Consumer Publishing,industry_name_Corporate Financial Services,"industry_name_Courier, Postal, Air Freight & Land-based Logistics",industry_name_Department Stores,industry_name_Discount Stores,industry_name_Distillers & Wineries,industry_name_Diversified Chemicals,industry_name_Diversified Industrial Goods Wholesale,industry_name_Diversified Investment Services,industry_name_Diversified Mining,industry_name_Drug Retailers,industry_name_Electric Utilities,industry_name_Electrical Components & Equipment,industry_name_Electronic Equipment & Parts,industry_name_Employment Services,industry_name_Entertainment Production,industry_name_Environmental Services & Equipment,industry_name_Financial & Commodity Market Operators & Service Providers,industry_name_Financial Technology (Fintech),industry_name_Fishing & Farming,industry_name_Food Processing,industry_name_Food Retail & Distribution,industry_name_Footwear,industry_name_Forest & Wood Products,industry_name_Gold,industry_name_Healthcare Facilities & Services,industry_name_Heavy Electrical Equipment,industry_name_Heavy Machinery & Vehicles,industry_name_Highways & Rail Tracks,industry_name_Home Furnishings,industry_name_Home Improvement Products & Services Retailers,industry_name_Homebuilding,"industry_name_Hotels, Motels & Cruise Lines",industry_name_Household Electronics,industry_name_Household Products,industry_name_IT Services & Consulting,industry_name_Independent Power Producers,industry_name_Industrial Machinery & Equipment,industry_name_Integrated Hardware & Software,industry_name_Integrated Telecommunications Services,industry_name_Investment Banking & Brokerage Services,industry_name_Investment Holding Companies,industry_name_Investment Management & Fund Operators,industry_name_Iron & Steel,industry_name_Leisure & Recreation,industry_name_Life & Health Insurance,industry_name_Marine Freight & Logistics,industry_name_Marine Port Services,"industry_name_Medical Equipment, Supplies & Distribution",industry_name_Mining Support Services & Equipment,industry_name_Miscellaneous Educational Service Providers,industry_name_Miscellaneous Specialty Retailers,industry_name_Multiline Insurance & Brokers,industry_name_Multiline Utilities,industry_name_Mutual Funds,industry_name_Natural Gas Utilities,industry_name_Non-Alcoholic Beverages,industry_name_Non-Gold Precious Metals & Minerals,industry_name_Office Equipment,industry_name_Oil & Gas Drilling,industry_name_Oil & Gas Exploration and Production,industry_name_Oil & Gas Refining and Marketing,industry_name_Oil & Gas Transportation Services,industry_name_Oil Related Services and Equipment,industry_name_Online Services,industry_name_Paper Packaging,industry_name_Paper Products,"industry_name_Passenger Transportation, Ground & Sea",industry_name_Personal Products,industry_name_Personal Services,industry_name_Pharmaceuticals,industry_name_Phones & Handheld Devices,industry_name_Professional & Business Education,industry_name_Professional Information Services,industry_name_Property & Casualty Insurance,"industry_name_Real Estate Rental, Development & Operations",industry_name_Real Estate Services,industry_name_Recreational Products,industry_name_Renewable Energy Equipment & Services,industry_name_Renewable Fuels,industry_name_Residential REITs,industry_name_Restaurants & Bars,"industry_name_Schools, Colleges & Universities",industry_name_Semiconductor Equipment & Testing,industry_name_Semiconductors,industry_name_Shipbuilding,industry_name_Software,industry_name_Specialty Chemicals,industry_name_Specialty Mining & Metals,industry_name_Textiles & Leather Goods,industry_name_Tires & Rubber Products,industry_name_Tobacco,industry_name_Toys & Children's Products,industry_name_UK Investment Trusts,industry_name_Water & Related Utilities,industry_name_Wireless Telecommunications Services,economic_sector_name_Academic & Educational Services,economic_sector_name_Basic Materials,economic_sector_name_Consumer Cyclicals,economic_sector_name_Consumer Non-Cyclicals,economic_sector_name_Energy,economic_sector_name_Financials,economic_sector_name_Healthcare,economic_sector_name_Industrials,economic_sector_name_Real Estate,economic_sector_name_Technology,economic_sector_name_Utilities,Size Category_Small,Size Category_Medium,Size Category_Large,volatility_category_High,volatility_category_Low,volatility_category_Medium
Computer Hardware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.06666666666666667,0.0,0.03333333333333333
Consumer Global INDEX,0.0,0.000266772565698332,0.0,0.0,0.0,0.0,0.0,0.00021269575480831502,0.040326158557543616,0.00502508599064455,0.09472821698077932,0.022408705625999354,0.09417198694431556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034286523317602534,0.0,0.0,0.0,0.0,0.0,0.0,0.00010622769376863,0.0,0.0,0.0,0.0,0.0128911939413047,0.0,0.002344662153419697,0.0,0.0,0.000589376519795588,0.0976544272867955,4.3665301462334e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000247420228278474,0.0,0.0,0.0,0.0,0.03737618645784884,0.064945591382908,0.0912031091451418,0.0,0.0,0.0,0.0,0.0,0.0,0.00025619358972418403,0.0,0.017456658347077894,0.13570534213579855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016106643732858104,0.0,0.0,0.0,0.0,0.0,0.0,0.03193294720843725,0.0,0.0,0.0,0.0,0.0077224443875997814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003909810313298177,0.008404303589760673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9055288262171e-05,0.0,0.0,0.0,0.1644761664824158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0149536576238412,0.0,0.0,0.0,0.0,0.0,0.8645280331730064,0.1352931953741825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07878552050572242,0.5186084435858506,0.40242726445561594,0.32517803367829107,0.0,0.6746431948688979
Consumer loans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000005,0.0,0.0,0.0,0.0,0.0,0.09333333338,0.00666666667,0.0,0.0666666667,0.00666666667,0.02666666668
Consumers in Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019618772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09211190649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04422991449600369,0.0,0.0,0.09000488037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0294775497,0.0,0.0,0.0,0.336329863347497,0.2098176479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19783204999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4538524887760037,0.5461475112474969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7891904770335006,0.09211190649,0.11869761649999999,0.9705224503235006,0.0,0.0294775497
Contracts of Finland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.07777777777777778,0.0,0.011111111111111112,0.0,0.1,0.0,0.0,0.03333333333333333,0.0,0.06666666666666667
Cross over well performing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25139477946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23687363309999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3646002044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07210014903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016092232000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9343370000000005e-05,0.0,0.0,0.0,0.0,0.0,0.07483096836,0.0,0.0,0.0,0.0,0.0,0.31170460146,0.0,0.00016092232000000002,0.07210014903,0.0,0.25139477946,0.0,3.9343370000000005e-05,0.3646002044,0.25159504515,0.38380475048999996,0.3646002044,0.15775864204,0.0,0.842241358
Danish beer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1
Danish contracts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.025,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.07500000000000001,0.025,0.0,0.1,0.0,0.0
Danish healthcare,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.07500000000000001,0.025,0.0,0.1,0.0,0.0
Design and Furnishing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09333333338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09333333338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08666666670999999,0.00666666667,0.0,0.04666666669,0.0,0.04666666669
EBITDA Sweden,0.00333333333,0.00333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00999999999,0.0,0.0,0.0,0.0,0.0,0.00333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00333333333,0.00666666666,0.0,0.0,0.0,0.0,0.0,0.00333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00333333333,0.0,0.00333333333,0.0,0.00333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.00999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00333333333,0.0,0.0,0.0,0.0,0.0,0.00333333333,0.0,0.0,0.0,0.0,0.00333333333,0.0,0.0,0.0,0.0,0.0,0.00333333333,0.00333333333,0.0,0.00333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01666666665,0.0,0.0,0.0,0.0,0.0,0.00333333333,0.0,0.0,0.0,0.0,0.0,0.02999999997,0.00666666666,0.00333333333,0.0,0.00333333333,0.01666666665,0.00666666666,0.0333333333,0.0,0.0999999999,0.0,0.0,0.08999999991,0.0,0.00999999999
Education EU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07272727272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999,0.0,0.0,0.054545454539999996,0.00909090909,0.03636363636
Energy well performance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03812457845656299,0.0,0.01194465377,0.9062350988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04369566899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000000016563,0.0,0.0,0.0,0.0,0.0,0.0,0.627868881106563,0.37213111891,0.0,1.000000000016563,0.0,0.0
European airlines,0.0,0.0,0.0,0.0,0.10000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000005,0.0,0.0,0.0,0.0666666667,0.03333333335,0.0,0.08000000003999999,0.0,0.020000000009999998
European fishing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818,0.027272727269999998,0.054545454539999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08181818181,0.00909090909,0.00909090909,0.06363636363,0.0,0.03636363636
European furnishing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049999999999999975,0.03333333333333332,0.0,0.03333333333333332,0.0,0.049999999999999975
Fashion mix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07272727272727239,0.01636363636363629,0.01090909090909086,0.061818181818181536,0.00181818181818181,0.036363636363636195
Financial East,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027272727269999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818,0.04545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999,0.0,0.0,0.0,0.0,0.0,0.09999999999,0.0,0.0,0.054545454539999996,0.00909090909,0.03636363636
